,RecievedTime,FinishedRecievedTime,Latitude,Longitude,SailTime,built,dwt,loa,beam,draughtMeters
468,2020-01-11 07:57:52+00:00,2020-01-29 23:32:59+00:00,-35.996716666666664,19.036066666666667,447.5852777777778,2008,82354,224.86,32.26,14.38
469,2019-06-03 06:34:19+00:00,2019-06-19 13:09:45+00:00,-35.999966666666666,24.90105,390.5905555555556,2006,75318,224.95,32.2,13.84
470,2019-09-02 13:48:04+00:00,2019-09-16 07:37:36+00:00,6.555283333333334,95.24221666666666,329.82555555555564,2006,75318,224.95,32.2,13.84
471,2019-07-18 07:06:43+00:00,2019-08-01 15:58:33+00:00,3.11105,91.36545,344.8638888888889,2008,76431,225.0,32.26,14.2
472,2019-09-27 07:58:17+00:00,2019-10-16 02:39:06+00:00,-35.11625,18.559733333333334,450.6802777777778,2008,76431,225.0,32.26,14.2
473,2019-08-12 13:38:24+00:00,2019-08-26 23:54:43+00:00,4.554296666666667,92.73055,346.27194444444444,2008,76431,225.0,32.26,14.2
474,2019-10-03 07:53:02+00:00,2019-10-21 13:11:08+00:00,-35.19801666666667,19.445466666666672,437.30166666666673,2008,76431,225.0,32.26,14.2
475,2019-11-15 20:59:30+00:00,2019-11-29 23:57:26+00:00,5.1147,93.40485,338.9655555555556,2008,76431,225.0,32.26,14.2
476,2019-03-31 07:29:58+00:00,2019-04-17 06:16:37+00:00,-35.994135,17.731018333333335,406.7775,2008,75204,225.0,32.26,14.22
477,2019-10-09 15:57:29+00:00,2019-10-28 01:20:51+00:00,-35.013146666666664,17.92717,441.3894444444445,2008,75204,225.0,32.26,14.22
478,2019-09-27 07:57:28+00:00,2019-10-17 14:11:03+00:00,-34.74986666666667,18.775166666666667,486.22638888888883,2008,82672,228.99,32.26,14.43
479,2019-04-12 07:33:41+00:00,2019-04-27 07:44:34+00:00,-35.87455,32.12686333333333,360.1813888888889,2007,76596,224.94,32.26,14.14
480,2019-11-25 15:58:26+00:00,2019-12-12 19:40:58+00:00,-34.809515000000005,18.993895,411.70888888888885,2007,76596,224.94,32.26,14.14
481,2020-01-26 16:10:40+00:00,2020-02-09 23:56:42+00:00,6.18091,95.57019,343.7672222222222,2007,76596,224.94,32.26,14.14
482,2019-04-03 15:29:17+00:00,2019-04-18 15:58:28+00:00,2.9341,90.86828333333334,360.4863888888889,2009,81383,225.0,32.26,14.38
483,2019-11-18 15:58:51+00:00,2019-12-04 13:54:39+00:00,-33.919851666666666,26.653990000000004,381.93,2009,81383,225.0,32.26,14.38
484,2019-11-19 01:52:13+00:00,2019-12-02 23:46:22+00:00,4.53005,91.96474166666668,333.9025,2009,81426,225.0,32.26,14.38
485,2020-01-26 15:59:50+00:00,2020-02-12 05:53:22+00:00,-35.74083333333333,24.65694,397.8922222222222,2009,81426,225.0,32.26,14.38
486,2019-08-08 15:51:24+00:00,2019-08-25 08:58:05+00:00,-35.88543833333333,18.26517,401.1113888888889,2008,83617,229.0,32.24,14.5
487,2019-09-16 23:13:05+00:00,2019-09-30 15:40:35+00:00,4.378543333333333,92.36789833333332,328.4583333333333,2008,83617,229.0,32.24,14.5
488,2019-08-10 07:57:28+00:00,2019-08-28 20:58:09+00:00,-34.999811666666666,17.887226666666667,445.01138888888886,2008,81354,224.9,32.26,14.38
489,2019-07-30 23:54:26+00:00,2019-08-17 07:26:36+00:00,-35.450015,18.178615,415.53611111111115,2009,81397,225.0,32.26,14.38
490,2019-10-01 23:58:56+00:00,2019-10-19 10:17:37+00:00,-34.984675,19.176163333333328,418.31138888888887,2009,81508,225.0,32.26,14.38
491,2019-08-05 23:17:38+00:00,2019-08-25 07:14:49+00:00,-35.086421666666666,17.749656666666667,463.95305555555564,2007,81448,224.9,32.26,14.41
492,2019-09-23 01:34:30+00:00,2019-10-05 23:56:22+00:00,4.295863333333333,92.87735666666669,310.3644444444444,2007,81448,224.9,32.26,14.41
