Imo,RecievedTime,Latitude,Longitude,NavStatus,FullWaitTime,WaitingCount,MooredCount,type,built,dwt,loa,beam,holdsTotal,hatchesToNo,draughtMeters
9312250,2019-06-28 15:59:45+00:00,-20.11808333,118.56515,1,96.00222222,22,33,Bulk Carrier,2004,203278,299.95,50,9,9,17.91
9518658,2019-11-07 15:59:00+00:00,-20.123055,118.63228,0,96.00222222,18,40,Bulk Carrier,2011,180407,294.47,46,9,9,18.1
9621352,2020-02-11 07:57:05+00:00,-20.12103167,118.577205,1,96.0025,38,23,Ore Carrier,2014,250868,329.95,57,9,9,18.02
9719927,2019-04-25 23:57:37+00:00,-20.12003167,118.6291983,1,96.00361111,43,19,Bulk Carrier,2014,181020,292,45,9,9,18.3
9559688,2019-12-23 07:59:31+00:00,-20.08040167,118.5899533,1,96.00722222,23,28,Bulk Carrier,2010,32581,179.9,28.4,5,5,10.17
9468724,2019-12-04 15:59:28+00:00,-20.09778167,118.5809317,1,96.00805556,25,29,Bulk Carrier,2011,175292,291.8,45,9,9,18.25
9573763,2019-05-11 15:57:46+00:00,-20.081485,118.6006333,1,96.00916667,21,25,Bulk Carrier,2010,181529,291.98,45,9,9,18.24
9536806,2019-11-03 07:57:24+00:00,-20.11112,118.5924683,1,96.00972222,19,38,Ore Carrier,2015,175238,290.4,45,6,6,17.94
9802114,2019-10-14 23:58:34+00:00,-20.08341333,118.60837,1,96.00972222,29,42,Bulk Carrier,2018,207800,299.9,50,9,9,18.3
9598701,2019-09-29 23:57:38+00:00,-20.08163333,118.6089167,1,96.01,32,27,Bulk Carrier,2011,175851,291.8,45,9,9,18.25
9735177,2019-11-16 07:58:00+00:00,-20.08607833,118.5272467,1,96.01111111,21,23,Bulk Carrier,2016,209475,300,50,9,9,18.4
9493626,2019-03-28 23:57:34+00:00,-20.15078333,118.54115,1,96.01388889,35,15,Bulk Carrier,2011,175911,291.8,45,9,9,18.25
9300207,2019-10-07 23:57:51+00:00,-20.12181333,118.5796817,1,96.01666667,30,38,Bulk Carrier,2004,32564,177,28.4,5,5,10.02
9678824,2019-10-18 23:58:49+00:00,-20.12096167,118.5765617,1,96.01666667,32,38,Bulk Carrier,2014,208003,299.92,50,9,9,18.4
9474632,2019-11-03 07:57:57+00:00,-20.12558833,118.5406317,1,96.01722222,21,38,Bulk Carrier,2011,92776,229.2,38,7,7,14.9
9715490,2019-03-27 07:58:37+00:00,-20.12011,118.63469,1,96.01944444,5,11,Bulk Carrier,2017,180874,292,45,9,9,18.3
9488279,2019-06-20 23:58:03+00:00,-20.09642333,118.5358983,1,96.02305556,32,28,Ore Carrier,2013,263055,328.05,57,5,5,18.83
9446908,2019-12-19 07:58:22+00:00,-20.11038333,118.5136167,1,96.02472222,23,29,Bulk Carrier,2011,175609,289.8,45,9,9,18.12
9487639,2020-02-13 23:57:31+00:00,-20.13671833,118.511305,1,96.02472222,37,21,Ore Carrier,2013,251019,329.95,57,9,9,18.02
9558713,2019-09-22 07:57:03+00:00,-20.10943,118.617535,1,96.02472222,26,29,Bulk Carrier,2012,205097,299.9,50,9,9,18.37
9619579,2019-10-22 15:58:22+00:00,-20.108005,118.5653533,1,96.02527778,26,38,General Cargo,2011,8473,112.21,19,2,2,7.6
9723899,2019-06-10 07:57:53+00:00,-20.09794833,118.5793783,1,96.02527778,26,31,Bulk Carrier,2016,206938,300,50,9,9,18.59
9689691,2019-11-30 15:57:06+00:00,-20.12342833,118.6357467,1,96.02666667,30,27,Bulk Carrier,2016,179177,292.26,45,9,9,18.32
9507544,2020-01-17 07:57:59+00:00,-20.12339167,118.51516,1,96.0275,25,27,Bulk Carrier,2010,178978,292,45,9,9,18.2
9398175,2020-01-03 15:57:53+00:00,-20.12420833,118.5678383,1,96.02805556,19,28,Ore Carrier,2011,297359,327,55,6,6,21.4
9723904,2019-11-17 07:57:38+00:00,-20.07918167,118.5255683,1,96.03111111,21,26,Bulk Carrier,2016,206752,300,50,9,9,18.59
9336969,2019-07-30 23:57:02+00:00,-20.06307167,118.61673,1,96.03472222,22,28,Bulk Carrier,2007,208014,299.7,50,9,9,18.23
9431185,2019-04-21 15:57:26+00:00,-20.11835667,118.6296867,1,96.03611111,40,22,Bulk Carrier,2011,119473,245,43.06,7,7,15.4
9639476,2019-12-06 07:56:08+00:00,-20.06836833,118.637375,1,96.04027778,27,26,Bulk Carrier,2015,205855,299.95,50,9,9,18.25
9756248,2019-12-12 23:57:23+00:00,-20.122675,118.5763817,1,96.04166667,15,29,Bulk Carrier,2017,207765,299.98,50,9,9,18.5
9582245,2019-05-17 07:54:44+00:00,-20.123245,118.591085,1,96.04666667,23,24,Ore Carrier,2012,251059,329.95,57,9,9,18.02
9377406,2019-05-19 07:54:17+00:00,-20.10675833,118.5613583,1,96.07638889,23,27,Ore Carrier,2010,297462,327,55,6,6,21.4
9300594,2019-06-05 15:51:29+00:00,-20.0685,118.6299667,1,96.1125,27,27,Bulk Carrier,2005,177005,288.97,45,9,9,17.96
9671931,2019-03-27 07:41:14+00:00,-20.1035,118.583425,1,96.28638889,3,10,Bulk Carrier,2014,179492,295,46,9,9,18.1
9702481,2019-06-01 23:59:23+00:00,-20.10869,118.5305783,0,103.7158333,23,33,Bulk Carrier,2016,211135,300,49,9,9,18.6
9493755,2019-05-29 15:57:49+00:00,-20.07772833,118.52511,1,103.8583333,28,31,Bulk Carrier,2012,175231,291.8,45,9,9,18.25
9796298,2019-06-08 23:59:32+00:00,-20.12634333,118.5265783,0,103.9244444,23,30,Bulk Carrier,2019,207000,299.88,50,9,9,18.4
9615133,2019-08-14 15:59:38+00:00,-20.07733667,118.5290233,1,103.9563889,26,24,Bulk Carrier,2012,115066,254,43,7,7,14.5
9402299,2019-09-27 07:59:26+00:00,-20.09401667,118.5849833,1,103.9616667,32,28,Bulk Carrier,2010,181417,292,45,9,9,18.18
9621352,2019-06-16 15:59:33+00:00,-20.07922667,118.5338817,1,103.9630556,30,30,Ore Carrier,2014,250868,329.95,57,9,9,18.02
9702479,2020-02-22 15:59:24+00:00,-20.08128667,118.5121917,1,103.9638889,38,15,Bulk Carrier,2016,211135,300,49,9,9,18.6
9443607,2019-12-26 07:59:15+00:00,-20.09263333,118.5093167,1,103.965,27,23,Bulk Carrier,2010,175861,291.8,45,9,9,18.25
9445289,2019-06-21 07:59:06+00:00,-20.12076167,118.510615,1,103.9655556,36,27,Ore Carrier,2011,228800,324.99,52.5,5,5,18.1
9423918,2020-01-09 15:59:24+00:00,-20.1111,118.6242,1,103.9716667,29,30,Bulk Carrier,2007,177855,292,45,9,9,18.3
9591131,2019-08-18 07:58:51+00:00,-20.07725667,118.5359583,1,103.9716667,25,24,Ore Carrier,2013,262779,328.05,57,5,5,18.83
9801213,2019-07-03 23:58:53+00:00,-20.098585,118.5122467,1,103.9719444,18,33,Bulk Carrier,2017,208662,299.9,50,9,9,18.32
9581239,2019-12-01 23:59:41+00:00,-20.12304333,118.5115083,0,103.9736111,26,29,Bulk Carrier,2012,179718,292,45,9,9,18.21
9539107,2019-05-25 07:58:54+00:00,-20.09451,118.6353133,1,103.9761111,33,28,Bulk Carrier,2012,179407,292,45,9,9,18.2
9420564,2019-10-31 23:59:52+00:00,-20.10927,118.6381017,1,103.9786111,22,38,Bulk Carrier,2009,180373,295,46,9,9,18.1
9307073,2019-07-24 15:56:32+00:00,-20.120855,118.5814033,1,103.9797222,22,27,Bulk Carrier,2006,173541,289,45,9,9,18.22
9472282,2020-02-09 07:58:40+00:00,-20.09698167,118.63983,1,103.9802778,30,18,Bulk Carrier,2009,178032,292,45,9,9,18.3
9603415,2019-11-29 23:59:11+00:00,-20.06757,118.6064283,1,103.9827778,23,28,Bulk Carrier,2012,207867,300,50,9,9,18.22
9468358,2019-06-23 07:57:52+00:00,-20.12449833,118.537265,1,103.9833333,38,28,Bulk Carrier,2012,174964,291.8,45,9,9,18.25
9816555,2019-06-10 15:59:26+00:00,-20.08142,118.5410633,1,103.9838889,27,35,Bulk Carrier,2018,208660,299.9,50,9,9,18.27
9488279,2019-09-14 23:58:45+00:00,-20.09647333,118.5404833,1,103.9847222,19,30,Ore Carrier,2013,263055,328.05,57,5,5,18.83
9741774,2019-09-18 07:59:50+00:00,-20.08006333,118.509815,1,103.9855556,25,28,Ore Carrier,2015,250345,325,57,9,9,18
9681962,2020-01-26 07:58:21+00:00,-20.108055,118.5808633,1,103.9861111,33,29,Bulk Carrier,2015,80446,229,32.26,7,7,14.45
9402287,2019-08-21 07:59:57+00:00,-20.06788333,118.5683167,1,103.9866667,16,28,Bulk Carrier,2009,181383,292,45,9,9,18.18
9595606,2020-02-16 23:58:19+00:00,-20.10693833,118.51285,1,103.9872222,41,14,Bulk Carrier,2011,179469,291.97,45,9,9,18.22
9748693,2019-10-29 23:57:57+00:00,-20.08146167,118.57846,1,103.9902778,20,40,Bulk Carrier,2016,208329,299.95,50,9,9,18.4
9492206,2019-05-16 15:59:50+00:00,-20.07856833,118.5100467,1,103.9911111,23,25,Bulk Carrier,2011,176000,292,45,9,9,18.3
9590606,2019-09-19 15:58:15+00:00,-20.08341167,118.60943,1,103.9927778,28,29,Bulk Carrier,2012,179217,292,45,9,9,18.22
9440332,2019-09-24 07:57:50+00:00,-20.12378333,118.5789333,1,103.9936111,29,29,Bulk Carrier,2012,180391,292,45,9,9,18.2
9604988,2019-11-26 07:57:28+00:00,-20.09316167,118.5789033,1,103.9947222,25,22,Bulk Carrier,2011,181458,291.98,45,9,9,18.24
9498327,2019-10-23 23:57:57+00:00,-20.08553333,118.5274167,1,103.9958333,27,36,Bulk Carrier,2011,207900,300,50,9,9,18.2
9603427,2019-07-31 23:59:19+00:00,-20.10494333,118.59177,1,103.9966667,22,27,Bulk Carrier,2012,207947,300,50,9,9,18.22
9590826,2019-05-02 23:58:01+00:00,-20.07988333,118.5418717,1,103.9972222,31,26,Bulk Carrier,2011,181458,291.98,45,9,9,18.24
9741786,2019-06-11 23:58:45+00:00,-20.065455,118.5885967,1,103.9972222,27,35,Ore Carrier,2016,250380,325,57,9,9,18
9689677,2019-07-11 23:57:42+00:00,-20.10539667,118.6030083,1,103.9980556,15,29,Bulk Carrier,2014,179033,292.26,45,9,9,18.32
9633226,2019-06-20 23:59:09+00:00,-20.06936667,118.6026433,1,103.9983333,33,28,Bulk Carrier,2013,181393,291.98,45,9,9,18.24
9450868,2019-11-05 07:57:05+00:00,-20.12485167,118.6189067,1,103.9986111,21,36,Bulk Carrier,2009,169044,287.5,45,9,9,17.7
9498327,2019-06-22 23:57:49+00:00,-20.07151667,118.6289333,1,103.9986111,40,27,Bulk Carrier,2011,207900,300,50,9,9,18.2
9398163,2019-11-21 07:59:11+00:00,-20.122595,118.5683283,1,104.0005556,20,22,Bulk Carrier,2010,207918,299.7,50,9,9,18.23
9615028,2019-05-13 15:59:48+00:00,-20.12185333,118.50957,1,104.0011111,19,24,Bulk Carrier,2012,28236,169.37,27.2,5,5,9.82
9712682,2019-09-18 15:58:44+00:00,-20.10477833,118.5300467,1,104.0019444,24,31,Bulk Carrier,2015,209529,300,50,9,9,18.4
9516507,2019-08-30 07:57:05+00:00,-20.0918,118.6050333,1,104.0025,19,28,Bulk Carrier,2011,207978,300,50,9,9,18.2
9307061,2019-06-03 15:57:10+00:00,-20.10841,118.5743767,1,104.0030556,27,27,Bulk Carrier,2006,173624,289,45,9,9,18.22
9564279,2019-12-15 07:58:07+00:00,-20.09448333,118.5897833,1,104.0036111,24,27,Bulk Carrier,2010,180242,288.93,45,9,9,18.17
9751016,2019-08-04 07:58:59+00:00,-20.13709167,118.53748,1,104.0036111,24,27,Bulk Carrier,2017,180003,294.98,46,9,9,18.1
9518660,2019-09-20 07:59:03+00:00,-20.10827167,118.5327833,1,104.0041667,29,26,Bulk Carrier,2010,180361,294.47,46,9,9,18.1
9446439,2019-05-22 15:58:00+00:00,-20.07978333,118.6331,1,104.0047222,38,25,Bulk Carrier,2010,180309,288.93,45,9,9,18.17
9715476,2019-09-30 23:57:00+00:00,-20.09616333,118.605085,1,104.0077778,31,34,Bulk Carrier,2017,181215,292,45,9,9,18.3
9767405,2019-06-22 07:59:06+00:00,-20.10881167,118.599535,1,104.0083333,37,28,Bulk Carrier,2017,210000,299.87,48.99,9,9,18.62
9737838,2019-12-02 15:58:03+00:00,-20.091915,118.6231467,1,104.01,28,30,Bulk Carrier,2016,182620,292,45,9,9,18.15
9307061,2019-04-29 15:58:13+00:00,-20.10752,118.515415,1,104.0108333,34,23,Bulk Carrier,2006,173624,289,45,9,9,18.22
9612973,2019-10-04 07:59:16+00:00,-20.09282167,118.5962133,1,104.0108333,37,33,Bulk Carrier,2012,180125,295,46,9,9,18.1
9273985,2019-10-24 23:58:16+00:00,-20.10426667,118.5145,1,104.0111111,25,34,Bulk Carrier,2005,203163,299.95,50,9,9,17.91
9400899,2020-01-07 23:58:56+00:00,-20.1202,118.5117333,1,104.0138889,15,29,Open Hatch Carrier,2009,32226,177.13,28.46,5,5,10.02
9593062,2019-05-10 15:57:36+00:00,-20.12771333,118.522145,1,104.0155556,17,25,Bulk Carrier,2012,206095,299.85,50.01,9,9,18.47
9738155,2020-01-02 07:57:22+00:00,-20.08206333,118.5951533,1,104.0163889,22,27,Bulk Carrier,2017,178438,292,45,9,9,16.5
9439618,2019-09-23 15:57:32+00:00,-20.09448667,118.6197817,1,104.0175,31,29,Bulk Carrier,2011,180168,295,46,9,9,18.1
9302865,2019-11-09 07:58:39+00:00,-20.15580833,118.52277,1,104.0205556,19,32,Product Carrier,2004,45718,179.8,32.2,,,12.12
9695030,2020-01-18 23:58:14+00:00,-20.092155,118.512245,1,104.0213889,33,31,Ore Carrier,2014,262062,325,57,9,9,18.7
9581681,2019-11-14 23:57:25+00:00,-20.10988333,118.5161833,1,104.0225,19,28,Bulk Carrier,2012,114013,250,43,7,7,14.5
9511947,2019-05-30 23:58:26+00:00,-20.089755,118.5194567,1,104.0247222,25,30,Bulk Carrier,2010,179435,291.97,45,9,9,18.22
9468360,2019-11-13 15:57:12+00:00,-20.09467333,118.5149033,1,104.0255556,21,28,Bulk Carrier,2012,174977,291.8,45,9,9,18.27
9331517,2019-06-21 07:57:53+00:00,-20.10825833,118.6308217,1,104.0269444,36,28,Bulk Carrier,2006,203280,299.95,50,9,9,17.91
9731468,2019-04-20 07:58:18+00:00,-20.104715,118.6143083,1,104.0272222,39,18,Bulk Carrier,2017,207812,299.88,50,9,9,18.5
9689691,2019-07-20 15:57:50+00:00,-20.08198333,118.608355,1,104.03,21,25,Bulk Carrier,2016,179177,292.26,45,9,9,18.32
9718222,2019-10-13 07:57:48+00:00,-20.12188333,118.5790517,1,104.0319444,36,41,Bulk Carrier,2016,180387,292,45,9,9,18.3
9724831,2019-06-25 23:57:01+00:00,-20.07766333,118.5736433,1,104.0319444,30,29,Ore Carrier,2018,250327,325,57,9,9,18
9612961,2019-12-10 15:57:44+00:00,-20.119475,118.5963,1,104.0336111,17,29,Bulk Carrier,2011,180156,295,46,9,9,18.1
9470052,2019-12-15 07:56:56+00:00,-20.121725,118.5351933,1,104.0347222,22,28,Ore Carrier,2013,263055,328.05,57,5,5,18.83
9445291,2019-07-20 23:57:06+00:00,-20.123,118.5353333,1,104.0372222,23,28,Ore Carrier,2011,228915,324.99,52.5,5,5,18.1
9724635,2019-10-03 07:57:06+00:00,-20.1364,118.515265,1,104.0388889,31,32,Bulk Carrier,2016,209090,299.95,50,9,9,18.4
9731444,2019-07-16 07:57:24+00:00,-20.12092,118.60027,1,104.04,14,28,Bulk Carrier,2016,207765,299.88,50,9,9,18.5
9479228,2019-06-11 23:55:31+00:00,-20.07904667,118.574185,1,104.0525,27,34,Bulk Carrier,2011,206565,299.7,50,9,9,18.23
9731614,2019-06-29 07:51:16+00:00,-20.10976167,118.5380333,1,104.1361111,25,29,Bulk Carrier,2017,208942,299.95,50,9,9,18.4
9724714,2020-01-18 15:42:57+00:00,-20.13708333,118.5152533,1,104.2352778,33,27,Chemical & Oil Carrier,2017,45999,183.06,32.2,,,12.32
9683104,2019-11-27 23:57:44+00:00,-20.11696667,118.5275417,0,111.9108333,21,25,Bulk Carrier,2014,207842,299.94,50,9,9,18.27
9721023,2019-05-10 07:59:32+00:00,-20.13692833,118.5331933,1,111.9605556,16,25,Bulk Carrier,2016,179167,292,45,9,9,18.2
9406465,2019-04-13 07:59:23+00:00,-20.08253333,118.59385,1,111.9625,23,22,Bulk Carrier,2007,206366,299.94,50,9,9,18.1
9589621,2019-04-30 07:59:39+00:00,-20.08216667,118.608,1,111.9636111,35,25,Bulk Carrier,2011,118936,259.91,43,7,7,14.5
9495076,2019-05-28 07:59:14+00:00,-20.12498333,118.51035,1,111.9741667,28,31,Bulk Carrier,2011,115000,255,43,7,7,14.5
9723916,2019-11-22 07:58:46+00:00,-20.138435,118.5147717,1,111.9741667,17,26,Bulk Carrier,2016,206752,300,50,9,9,18.59
9445291,2019-12-06 07:57:25+00:00,-20.08140667,118.5428117,1,111.9758333,30,26,Ore Carrier,2011,228915,324.99,52.5,5,5,18.1
9607681,2019-11-29 07:59:50+00:00,-20.08053167,118.631775,0,111.9783333,20,27,Bulk Carrier,2012,179227,291.97,45,9,9,18.2
9337119,2019-12-24 23:59:11+00:00,-20.11926667,118.5834833,0,111.9788889,25,27,Bulk Carrier,2007,203130,299.95,50,9,9,17.91
9620530,2019-06-02 23:58:15+00:00,-20.11423833,118.5199817,1,111.9813889,26,29,Bulk Carrier,2013,115198,254,43,7,7,14.5
9568562,2019-09-25 07:59:28+00:00,-20.10422833,118.5239333,1,111.9825,28,32,Bulk Carrier,2011,93183,229.14,38,7,7,14.9
9606871,2019-11-13 15:59:32+00:00,-20.11465333,118.5286633,1,111.9838889,21,30,Bulk Carrier,2013,31963,176.55,27,5,5,10
9449376,2019-05-26 07:59:30+00:00,-20.08138167,118.5750317,0,111.985,30,27,Bulk Carrier,2010,179873,292,45,9,9,18.22
9738155,2019-09-26 23:59:13+00:00,-20.10709833,118.58342,1,111.9877778,29,33,Bulk Carrier,2017,178438,292,45,9,9,16.5
9455557,2019-11-15 15:59:22+00:00,-20.10315,118.5263333,0,111.99,17,29,Bulk Carrier,2011,114078,250,43,7,7,14.5
9498327,2019-04-10 23:59:01+00:00,-20.08483333,118.5373333,1,111.9972222,12,21,Bulk Carrier,2011,207900,300,50,9,9,18.2
9492220,2020-02-16 15:57:55+00:00,-20.121735,118.5959267,1,111.9988889,39,21,Bulk Carrier,2012,206117,299.92,50,9,9,18.4
9695030,2019-12-13 07:59:55+00:00,-20.09545,118.56299,0,111.9988889,16,29,Ore Carrier,2014,262062,325,57,9,9,18.7
9312250,2019-08-03 07:59:05+00:00,-20.07441667,118.52045,1,112,23,27,Bulk Carrier,2004,203278,299.95,50,9,9,17.91
9675949,2019-11-17 07:57:43+00:00,-20.06943167,118.593145,1,112,22,26,Bulk Carrier,2015,216461,306,52,9,9,18.2
9406465,2019-12-05 23:58:57+00:00,-20.08938333,118.5304,1,112.0013889,24,25,Bulk Carrier,2007,206366,299.94,50,9,9,18.1
9600437,2019-05-02 23:57:29+00:00,-20.08246333,118.5781933,1,112.0019444,31,27,Bulk Carrier,2015,205471,299.95,50,9,9,18.25
9419462,2019-10-22 15:59:38+00:00,-20.07415167,118.52649,1,112.0025,28,35,Ore Carrier,2010,250877,329.95,57,9,9,18.02
9721671,2019-06-30 23:59:47+00:00,-20.064315,118.5743267,1,112.0033333,27,29,Bulk Carrier,2015,179549,295,46,9,9,18.1
9718363,2020-01-16 15:57:00+00:00,-20.11113,118.5382217,1,112.0058333,23,29,Bulk Carrier,2017,209249,299.95,50,9,9,18.4
9531856,2019-10-15 15:57:41+00:00,-20.08517667,118.58559,1,112.0061111,31,39,Bulk Carrier,2013,206400,299.7,50,9,9,18.23
9455545,2019-07-28 15:58:44+00:00,-20.1018,118.5285,1,112.0072222,29,25,Bulk Carrier,2011,114078,250,43,7,7,14.5
9756236,2019-09-27 15:57:30+00:00,-20.10707667,118.6238267,1,112.0072222,32,27,Bulk Carrier,2016,207566,299.98,50,9,9,18.5
9437270,2019-12-18 15:58:20+00:00,-20.09817167,118.5692617,1,112.0077778,25,27,Ore Carrier,2011,250847,329.95,57,9,9,18.02
9474034,2019-09-18 23:57:08+00:00,-20.10856167,118.5837933,1,112.0094444,28,30,Ore Carrier,2012,228749,324.99,52.5,5,5,18.1
9516480,2020-01-24 23:58:41+00:00,-20.06963333,118.6066333,1,112.0102778,37,29,Bulk Carrier,2011,208001,300,50,9,9,18.2
9713052,2019-06-26 07:58:44+00:00,-20.11093333,118.57716,1,112.0105556,29,30,Bulk Carrier,2016,209172,299.95,50,9,9,18.4
9439034,2019-08-02 07:59:10+00:00,-20.12003333,118.5731667,0,112.0116667,19,25,Bulk Carrier,2008,206312,299.94,50,9,9,18.1
9588457,2019-07-05 07:57:55+00:00,-20.07817833,118.6039367,1,112.0130556,20,29,Bulk Carrier,2011,179678,292,45,9,9,18.22
9420564,2019-12-05 15:57:35+00:00,-20.10858167,118.5806667,1,112.0147222,22,31,Bulk Carrier,2009,180373,295,46,9,9,18.1
9631321,2019-05-19 23:57:53+00:00,-20.06896,118.632995,1,112.0152778,33,23,Bulk Carrier,2013,206068,299.85,50,9,9,18.49
9700184,2019-10-08 07:57:05+00:00,-20.08223833,118.606245,1,112.0152778,30,40,Bulk Carrier,2015,207560,299.97,50,9,9,18.47
9439632,2019-07-26 07:57:20+00:00,-20.110485,118.6085917,1,112.0194444,26,29,Bulk Carrier,2011,180159,295,46,9,9,18.1
9621326,2020-02-01 23:57:45+00:00,-20.06734333,118.6232783,1,112.0222222,36,26,Ore Carrier,2014,251029,329.95,57,9,9,18
9731573,2019-05-15 07:58:04+00:00,-20.09865167,118.5764433,1,112.0238889,16,25,Bulk Carrier,2016,209200,299.95,50,9,9,18.4
9474008,2019-12-25 07:57:40+00:00,-20.10593,118.5682617,1,112.0255556,27,25,Ore Carrier,2011,229126,324.99,52.5,5,5,18.1
9662409,2019-09-28 07:58:22+00:00,-20.066035,118.6347867,1,112.0255556,31,27,Bulk Carrier,2014,176247,292,45,9,9,18.3
9440332,2019-11-01 23:58:03+00:00,-20.12625,118.5241833,1,112.0294444,20,39,Bulk Carrier,2012,180391,292,45,9,9,18.2
9507520,2019-10-02 23:57:54+00:00,-20.11454667,118.5274267,1,112.0305556,31,34,Bulk Carrier,2010,178978,292,45,9,9,18.2
9634713,2019-06-06 23:57:43+00:00,-20.080235,118.50596,1,112.0308333,28,31,Bulk Carrier,2013,206026,299.92,50,9,9,18.4
9482237,2019-11-15 23:55:39+00:00,-20.08364333,118.6290583,1,112.0344444,19,29,Bulk Carrier,2009,182577,292,45,9,9,18.2
9757591,2020-01-15 15:57:33+00:00,-20.06675,118.5766783,1,112.0344444,25,28,Bulk Carrier,2017,208864,299.95,50,9,9,18.42
9593220,2020-02-20 07:55:01+00:00,-20.06968833,118.5733883,1,112.0508333,37,13,Bulk Carrier,2013,205938,299.92,50,9,9,18.4
9472282,2019-04-12 07:56:20+00:00,-20.11725,118.525005,1,112.06,21,22,Bulk Carrier,2009,178032,292,45,9,9,18.3
9603386,2019-11-04 07:53:30+00:00,-20.09702333,118.6316167,1,112.0680556,20,38,Bulk Carrier,2012,207856,300,50,9,9,18.22
9612973,2020-01-24 07:50:58+00:00,-20.06665833,118.632665,0,112.1344444,31,27,Bulk Carrier,2012,180125,295,46,9,9,18.1
9516480,2019-08-21 15:48:01+00:00,-20.0703,118.6052333,1,112.1677778,17,28,Bulk Carrier,2011,208001,300,50,9,9,18.2
9724726,2019-04-16 15:39:09+00:00,-20.108975,118.5811733,1,112.2975,40,21,Chemical & Oil Carrier,2017,45500,183.06,32.2,,,12.32
9451628,2020-01-26 23:40:35+00:00,-20.08301833,118.5799533,1,112.3072222,36,29,Bulk Carrier,2009,179223,291.97,45,9,9,18.2
9406465,2019-05-29 07:58:01+00:00,-20.09953333,118.6053,1,118.665,29,31,Bulk Carrier,2007,206366,299.94,50,9,9,18.1
9612985,2020-02-19 15:59:43+00:00,-20.12507833,118.6175517,1,119.9569444,32,19,Bulk Carrier,2012,180133,295,46,9,9,18.1
9434553,2019-12-23 15:59:45+00:00,-20.08676667,118.52895,1,119.9586111,28,28,Bulk Carrier,2008,179759,292,45,9,9,17.92
9474010,2019-07-26 23:59:54+00:00,-20.0645,118.574,1,119.9586111,29,32,Ore Carrier,2011,228694,324.99,52.5,5,9,18.1
9721011,2019-09-15 07:59:31+00:00,-20.092165,118.5738667,1,119.9608333,21,28,Bulk Carrier,2016,179129,292,45,9,9,18.2
9631333,2019-06-19 15:59:43+00:00,-20.095795,118.6098933,0,119.965,31,31,Bulk Carrier,2014,206070,299.92,50.01,9,9,18.47
9603427,2019-10-23 15:59:59+00:00,-20.12098667,118.56963,1,119.9663889,26,36,Bulk Carrier,2012,207947,300,50,9,9,18.22
9678824,2019-08-02 15:59:58+00:00,-20.12295833,118.590065,1,119.9663889,23,27,Bulk Carrier,2014,208003,299.92,50,9,9,18.4
9512939,2019-07-23 07:59:13+00:00,-20.09577833,118.53684,1,119.9688889,21,30,Bulk Carrier,2010,181196,292,45,9,9,18.2
9638874,2019-09-24 07:59:47+00:00,-20.07003833,118.61633,1,119.9708333,30,27,Bulk Carrier,2013,207435,300,50,9,9,18.2
9493602,2019-09-03 07:59:10+00:00,-20.08574667,118.5240133,1,119.9730556,15,22,Bulk Carrier,2009,93327,229.2,38,7,7,14.9
9298480,2019-08-13 23:59:57+00:00,-20.09643333,118.5136,1,119.9733333,26,25,Bulk Carrier,2005,174398,289,45.05,9,9,18.1
9593309,2019-06-23 15:59:53+00:00,-20.1086,118.59092,1,119.9766667,36,29,Bulk Carrier,2011,176000,292,45,9,9,18.3
9469649,2020-01-13 15:59:23+00:00,-20.09868667,118.510995,1,119.9775,20,30,Bulk Carrier,2010,178043,292,45,9,9,18.32
9528639,2019-04-14 07:58:59+00:00,-20.07216667,118.5281833,0,119.9788889,23,21,Bulk Carrier,2011,114437,255,43,7,7,14.5
9590694,2020-01-29 15:58:30+00:00,-20.11124,118.54157,1,119.9816667,44,22,Bulk Carrier,2011,179276,292,45,9,9,18.22
9709532,2019-12-28 23:57:48+00:00,-20.09660333,118.6058433,1,119.9847222,23,29,Ore Carrier,2017,262781,327,57,5,5,18.8
9713052,2020-01-17 23:57:30+00:00,-20.09426333,118.5963717,1,119.9916667,27,29,Bulk Carrier,2016,209172,299.95,50,9,9,18.4
9528201,2019-09-30 23:59:45+00:00,-20.06822167,118.5914433,1,119.9919444,28,32,Bulk Carrier,2012,205203,299.9,50,9,9,18.37
9398163,2019-10-12 15:57:35+00:00,-20.07117833,118.59535,1,119.9925,38,41,Bulk Carrier,2010,207918,299.7,50,9,9,18.23
9638850,2020-02-04 15:59:27+00:00,-20.10581167,118.635615,1,119.9947222,41,26,Bulk Carrier,2013,207422,300,50,9,9,18.2
9489510,2019-06-05 23:59:37+00:00,-20.12379,118.5075483,1,119.9952778,28,30,Ore Carrier,2013,226371,319.6,54,9,9,18.12
9521394,2020-01-21 23:57:28+00:00,-20.10774833,118.6257917,1,119.9963889,36,29,Bulk Carrier,2013,181125,292,45,9,9,18.2
9700172,2019-08-24 23:59:46+00:00,-20.10634167,118.539365,1,119.9972222,18,27,Ore Carrier,2014,250063,330,57,5,5,18.02
9750945,2019-11-29 23:58:53+00:00,-20.096015,118.6040617,1,119.9977778,22,28,Bulk Carrier,2017,211084,300,49,9,9,18.6
9474022,2019-08-02 15:59:22+00:00,-20.103,118.5266667,1,119.9983333,21,27,Ore Carrier,2011,228771,324.99,52.5,5,5,18.1
9557874,2019-10-07 07:58:48+00:00,-20.11056667,118.57975,1,119.9997222,28,38,Bulk Carrier,2009,175886,291.8,45,9,9,18.25
